player,nationality,position,age,value,games,minutes,goals,assists,xg,xa,npxg,shots_total,passes,tackles,pressures
Harry Kane,eng ENG,FW,26,120000000,29,2587,18,2,10.5,2.3,9.0,78,592,20,448
JĂ©rĂ©my Morel,mg MAD,DF,35,25000,21,1806,1,0,1.0,0.4,1.0,13,1003,23,145
Ander Capa,es ESP,DF,27,6000000,35,2872,3,4,1.1,3.4,1.1,17,1598,58,438
Erik Durm,de GER,DF,27,1500000,9,511,0,0,0.7,0.1,0.7,13,245,14,136
Adam Idah,ie IRL,"FW,MF",18,2000000,12,228,0,0,1.0,0.1,1.0,6,48,4,36
Alisson,br BRA,GK,26,72000000,29,2543,0,1,0.0,0.5,0.0,0,925,0,5
Tachi,es ESP,DF,21,800,6,238,0,0,0.0,0.0,0.0,0,59,2,24
Stoppila Sunzu,zm ZAM,DF,30,1000000,17,1352,0,0,0.5,0.0,0.5,5,520,21,122
Andy Carroll,eng ENG,FW,30,3000000,19,632,0,4,0.9,1.6,0.9,15,207,7,82
Maximilian MittelstĂ¤dt,de GER,"DF,FW",22,11000000,26,1887,1,3,0.9,1.6,0.9,22,1124,66,380
Luca Rossettini,it ITA,DF,34,40000,26,2261,0,2,0.1,0.9,0.1,4,1029,24,180
Lucien Agoume,fr FRA,MF,17,3000000,3,68,0,0,0.0,0.1,0.0,0,39,4,15
Antony Evans,eng ENG,"MF,DF",20,35000,6,156,0,0,0.1,0.6,0.1,2,71,7,43
Gabriel Jesus,br BRA,FW,22,56000000,34,2030,14,7,18.5,3.8,17.7,102,608,25,419
Zaydou Youssouf,fr FRA,MF,20,7000000,16,1077,0,0,0.8,0.6,0.8,8,517,40,204
Sehrou Guirassy,fr FRA,FW,23,15000000,23,1921,9,2,9.2,0.7,6.1,42,622,6,279
Daniel CarriĂ§o,pt POR,DF,30,2000000,11,847,0,0,0.2,0.0,0.2,4,542,11,47
Jannik Huth,de GER,GK,25,60000,6,540,0,0,0.0,0.0,0.0,0,254,0,2
Ă‰der MilitĂŁo,br BRA,DF,21,36000000,15,1022,0,0,0.1,0.0,0.1,3,683,23,101
Hakan Ă‡alhanoÄźlu,tr TUR,"MF,FW",25,30000000,35,2704,9,9,8.1,7.2,7.4,102,1649,43,539
Joan Sastre Vanrell,es ESP,DF,22,1600000,19,1360,0,2,0.5,1.4,0.5,16,669,25,182
Brandon Pierrick,eng ENG,"DF,FW",17,250,2,15,0,0,0.0,0.1,0.0,0,9,0,1
Bastos,ao ANG,DF,28,2700000,16,765,1,0,0.8,0.0,0.8,7,416,13,113
Wakaso,gh GHA,MF,29,2000000,16,1283,0,0,0.4,0.1,0.4,14,488,51,339
Cristian Battocchio,it ITA,MF,27,1000000,24,1392,3,1,1.7,1.2,0.9,20,839,32,282
Leander Dendoncker,be BEL,"MF,DF",24,22000000,38,2795,4,0,1.6,0.6,1.6,20,1284,68,573
Timm Klose,ch SUI,DF,31,2000000,7,585,0,0,0.4,0.0,0.4,3,389,9,53
Aaron Lennon,eng ENG,MF,32,2000000,16,496,0,0,0.0,0.1,0.0,1,131,15,143
Nikola Vukcevic,me MNE,MF,27,3000000,30,1569,0,2,0.2,0.2,0.2,4,655,39,290
LoĂŻc RĂ©my,fr FRA,FW,32,2000000,20,963,7,0,4.5,0.5,4.5,28,221,6,144
StĂ©phane Ruffier,fr FRA,GK,32,2000000,22,1980,0,0,0.0,0.0,0.0,0,617,0,1
Boubakary SoumarĂ©,fr FRA,MF,20,24000000,20,1213,0,0,0.0,0.5,0.0,1,746,22,233
Florian Niederlechner,de GER,"FW,MF",28,8000000,33,2720,13,6,12.5,5.5,11.0,75,502,26,542
David JuncĂ ,es ESP,DF,25,1000000,3,258,0,0,0.0,0.0,0.0,0,152,4,32
Charalambos Lykogiannis,gr GRE,DF,25,1400000,20,1338,0,1,0.5,1.4,0.5,14,620,24,192
Keylor Navas,cr CRC,GK,32,8000000,21,1890,0,0,0.0,0.0,0.0,0,544,0,2
Ă‡aÄźlar SĂ¶yĂĽncĂĽ,tr TUR,DF,23,40000000,34,3036,1,1,2.3,0.3,2.3,20,2238,73,298
Luiz Felipe,br BRA,DF,22,22000000,26,2024,1,1,0.5,0.3,0.5,8,1168,50,219
Paulo Oliveira,pt POR,DF,27,4000000,26,2090,1,0,1.0,0.2,1.0,12,788,34,183
Makoto Hasebe,jp JPN,"DF,MF",35,80000,23,1968,0,0,0.0,0.8,0.0,0,1374,35,224
Paulo Gazzaniga,ar ARG,GK,27,2000000,18,1613,0,0,0.0,0.4,0.0,0,516,0,1
Antonin Bobichon,fr FRA,MF,23,2000000,11,649,2,1,1.0,0.9,1.0,2,101,5,38
Kenan Karaman,tr TUR,FW,25,2000000,20,1354,6,1,4.2,1.8,4.2,31,335,8,215
Brayan Vera,co COL,"DF,MF",20,45000,8,155,0,1,0.1,0.2,0.1,4,78,6,58
Alphonse Areola,fr FRA,GK,26,13000000,3,270,0,0,0.0,0.0,0.0,0,58,0,0
Willian,br BRA,FW,30,19000000,36,2600,9,7,7.1,6.9,4.0,67,1600,43,525
Adama Soumaoro,fr FRA,DF,27,8000000,6,415,1,0,0.7,0.0,0.7,2,317,6,48
Ariday Cabrera,es ESP,"MF,FW",30,32500,2,37,0,0,0.0,0.0,0.0,1,11,1,5
Andrea Belotti,it ITA,FW,25,32000000,36,3008,16,3,17.0,4.1,11.0,95,750,34,459
Antonio Puertas,es ESP,"FW,MF",27,2000000,36,2563,7,3,7.2,3.3,7.2,46,768,39,476
AntoĂ±ito,es ESP,"DF,MF",31,600,15,1029,0,0,0.1,1.6,0.1,1,452,25,150
Pablo MartĂ­nez,es ESP,"MF,FW",21,25000,5,33,0,0,0.1,0.1,0.1,12,1032,42,207
Hugo Duro,es ESP,"FW,MF",19,1800000,12,378,1,1,1.0,0.4,1.0,6,84,5,98
Kevin Volland,de GER,FW,27,28000000,27,2047,10,7,11.5,5.7,11.5,75,604,17,429
Jeremie Boga,ci CIV,FW,22,25000000,34,2513,11,2,4.8,3.2,4.8,57,985,23,409
Ismaila Sarr,sn SEN,"FW,MF",21,22000000,28,2028,5,4,5.7,3.2,5.7,44,602,24,420
Hicham Boudaoui,dz ALG,"MF,FW",19,3000000,9,490,1,2,1.1,1.1,1.1,4,199,14,170
Dimitry Bertaud,fr FRA,GK,21,90000,3,196,0,0,0.0,0.0,0.0,0,67,1,0
Lucas Leiva,br BRA,MF,32,6000000,25,1808,0,1,0.6,1.9,0.6,10,1135,69,453
Albin Ekdal,se SWE,MF,30,3000000,32,2385,0,2,1.6,1.0,1.6,17,1161,58,507
Pablo de Blasis,ar ARG,"DF,MF",31,1000000,30,1604,2,3,2.5,2.0,1.7,13,956,42,284
Sergio Rico,es ESP,GK,25,8000000,2,180,0,0,0.0,0.0,0.0,0,49,0,0
Ilay Elmkies,il ISR,MF,19,52500,1,1,0,0,0.0,0.0,0.0,0,4,1,2
Frederik RĂ¸nnow,dk DEN,GK,26,3500000,9,810,0,0,0.0,0.0,0.0,0,344,0,2
Marin PongraÄŤiÄ‡,hr CRO,DF,21,10000000,11,928,2,0,0.5,0.0,0.5,5,595,20,81
FabiĂˇn Ruiz PeĂ±a,es ESP,MF,23,50000000,33,2684,3,6,3.1,4.8,3.1,71,2354,48,549
Alessio Cragno,it ITA,GK,25,16000000,16,1440,0,0,0.0,0.0,0.0,0,475,0,1
Dani Ceballos,es ESP,MF,22,32000000,24,1692,0,2,0.5,1.9,0.5,13,1301,49,445
Troy Parrott,ie IRL,MF,17,3000000,2,7,0,0,0.0,0.0,0.0,0,5,0,4
AdriĂˇn,es ESP,GK,32,4000000,11,875,0,0,0.0,0.0,0.0,0,314,0,2
Jorge Molina,es ESP,FW,37,1000000,34,1886,5,3,5.5,3.3,4.0,30,600,9,213
Yannis Salibur,fr FRA,"MF,FW",28,1000000,4,82,0,0,0.0,0.1,0.0,1,42,0,12
Francis Coquelin,fr FRA,MF,28,19000000,26,1905,0,0,0.4,0.2,0.4,10,984,34,284
Roger Ibanez,br BRA,DF,20,15000000,9,614,0,0,0.3,0.0,0.3,3,326,13,67
Ruslan Malinovskyi,ua UKR,"MF,FW",26,11000000,34,1535,8,3,4.7,5.1,3.9,78,979,21,319
Pablo Piatti,ar ARG,"DF,MF",30,2000000,3,56,0,0,0.1,0.0,0.1,3,29,2,11
Stefano Denswil,nl NED,DF,26,4000000,26,2240,0,1,1.1,0.5,1.1,10,1266,53,281
Manu GarcĂ­a,es ESP,MF,33,1000000,30,1967,0,0,2.0,0.2,2.0,20,710,51,477
Rui Silva,pt POR,GK,25,10000000,35,3150,0,0,0.0,0.5,0.0,0,1279,0,3
JosĂ© Arnaiz,es ESP,"FW,MF",24,2000000,14,791,2,1,1.2,0.2,1.2,21,178,5,164
Jonathan de GuzmĂˇn,nl NED,"MF,FW",31,1000000,8,87,0,1,0.0,0.5,0.0,1,104,1,35
Bruno GonzĂˇlez,es ESP,DF,29,1000000,2,180,0,0,0.0,0.0,0.0,0,61,4,24
Lewis Dunk,eng ENG,DF,27,16000000,36,3230,3,3,4.0,1.1,4.0,30,2192,43,248
Unai NĂşĂ±ez,es ESP,DF,22,16000000,20,1572,0,0,0.4,0.1,0.4,8,682,13,112
Yeray Ălvarez,es ESP,DF,24,24000000,32,2810,0,0,1.2,0.5,1.2,12,1403,39,222
Julien Faussurier,fr FRA,DF,32,80000,22,1980,2,3,0.5,1.8,0.5,10,1273,40,254
Jack Cork,eng ENG,MF,30,8000000,30,2613,0,0,1.7,0.7,1.7,18,933,39,605
Ruben Aguilar,fr FRA,DF,26,6000000,19,1072,0,2,0.1,1.5,0.1,7,791,39,203
Anderson Lima,br BRA,MF,19,800,6,62,0,0,0.1,0.2,0.1,5,30,4,22
Virgil van Dijk,nl NED,DF,28,80000000,38,3420,5,1,2.9,1.3,2.9,30,3085,30,133
Diego Demme,de GER,MF,27,13000000,17,1211,0,0,0.4,1.1,0.4,4,1076,45,304
Florian Kainz,at AUT,"FW,MF",26,2000000,28,1561,5,6,3.4,7.1,2.7,40,731,21,290
Troy Deeney,eng ENG,FW,31,6000000,27,2225,10,2,9.8,3.6,5.2,38,707,24,458
David de Gea,es ESP,GK,28,40000000,38,3420,0,0,0.0,0.0,0.0,0,934,0,1
Joshua Mees,de GER,"MF,FW",23,80000,15,325,0,1,0.5,0.1,0.5,9,81,6,62
Charles Traore,ml MLI,DF,27,2500000,20,1738,0,1,0.1,0.2,0.1,5,1078,54,301
Marcel Sabitzer,at AUT,"MF,FW",25,32000000,32,2499,9,7,7.1,4.6,7.1,71,1532,38,485
Andrei Girotto,br BRA,DF,27,4000000,25,2177,1,0,1.2,0.5,1.2,24,1179,78,317
David Ospina,co COL,GK,30,2000000,17,1469,0,0,0.0,0.0,0.0,0,467,0,4
John Brooks,us USA,DF,26,10000000,25,2224,0,1,1.4,0.5,1.4,12,1189,41,217
Mariano,do DOM,FW,25,12000000,5,45,1,0,0.5,0.0,0.5,5,15,0,14
Damien Da Silva,fr FRA,DF,31,4000000,25,2244,1,2,0.5,1.0,0.5,6,1220,31,159
Gianmarco Cangiano,it ITA,"FW,MF",17,50000,3,21,0,0,0.0,0.0,0.0,0,12,1,5
GaĂ«tan Belaud,fr FRA,DF,32,40000,7,580,0,0,0.1,0.3,0.1,3,365,13,52
CĂ©dric Soares,pt POR,DF,27,8000000,16,1306,0,1,0.6,1.2,0.6,10,724,46,298
Theo HernĂˇndez,fr FRA,DF,21,32000000,33,2817,6,3,4.4,4.8,4.4,49,2019,75,488
Franck RibĂ©ry,fr FRA,FW,36,3000000,21,1409,3,3,2.9,3.9,2.9,25,740,16,277
Andrea Bertolacci,it ITA,MF,28,2000000,12,534,0,0,0.1,0.1,0.1,4,255,10,82
Nuno da Costa,cv CPV,"FW,MF",28,1000000,14,527,1,0,1.6,0.3,1.6,19,152,11,130
JoĂŁo Cancelo,pt POR,DF,25,36000000,17,1208,0,0,0.5,1.7,0.5,15,1147,44,174
RubĂ©n PĂ©rez,es ESP,MF,30,6000000,26,2194,1,1,1.1,0.5,0.3,19,1142,60,479
Florian Chabrolle,fr FRA,MF,21,25000,1,18,0,0,0.0,0.0,0.0,0,16,0,8
Alexandre Lacazette,fr FRA,FW,28,48000000,30,1874,10,4,8.5,3.1,8.5,53,499,23,464
Luka Romero,ar ARG,MF,14,1000000,1,8,0,0,0.0,0.0,0.0,0,1,0,2
SĂ©bastien Haller,ci CIV,FW,25,36000000,32,2266,7,1,7.7,1.9,7.7,55,766,21,571
Marc Roca,es ESP,MF,22,16000000,35,3008,2,1,2.3,2.6,0.8,29,1731,85,707
Molla WaguĂ©,ml MLI,DF,28,80000,9,682,0,0,0.2,0.1,0.2,2,304,20,73
Rayan AĂŻt Nouri,fr FRA,DF,18,15000000,17,1282,0,2,0.2,0.9,0.2,4,801,32,224
Sergi Palencia,es ESP,DF,23,2000000,6,468,0,0,0.1,0.1,0.1,1,274,14,80
Zeki Ă‡elik,tr TUR,DF,22,20000000,23,2070,0,2,0.3,1.8,0.3,5,1365,65,391
Dejan Kulusevski,se SWE,"FW,MF",19,31000000,36,2930,10,8,6.7,9.0,6.0,59,1157,38,728
Aimar Oroz,es ESP,FW,17,10000,1,11,0,0,0.0,0.0,0.0,0,5,0,7
Giorgi Kochorashvili,ge GEO,MF,20,10000,1,2,0,0,0.0,0.0,0.0,0,0,0,1
Jack Grealish,eng ENG,"FW,MF",23,30000000,36,3233,8,6,6.5,7.0,5.7,72,1538,36,574
Kike PĂ©rez,es ESP,"MF,FW",22,25000,6,218,0,0,0.5,0.1,0.5,5,98,8,72
Vedad IbiĹˇeviÄ‡,ba BIH,FW,34,750,25,1257,7,2,5.6,2.1,4.9,29,241,3,222
James Tarkowski,eng ENG,DF,26,20000000,38,3420,2,2,2.4,2.2,2.4,20,1250,76,313
Benjamin Goller,de GER,"FW,MF",20,72500,10,288,0,0,0.1,0.1,0.1,2,87,9,108
Marius Wolf,de GER,"FW,MF",24,6000000,21,1410,1,3,1.0,1.7,1.0,14,674,19,320
Roque Mesa,es ESP,MF,30,5000000,29,2012,1,3,1.4,2.5,1.4,26,905,45,478
Leonardo Koutris,gr GRE,DF,24,3000000,2,93,0,0,0.0,0.2,0.0,0,56,1,15
Christian Pulisic,us USA,FW,20,54000000,25,1722,9,4,8.2,3.5,8.2,62,700,31,379
Pol Lozano,es ESP,"MF,FW",19,1000000,5,173,0,0,0.0,0.0,0.0,0,92,5,47
Ximo Navarro,es ESP,DF,29,2000000,23,1903,0,0,0.4,0.1,0.4,7,848,47,269
NicolĂ˛ Barella,it ITA,MF,22,36000000,27,2013,1,4,1.6,1.6,1.6,24,1237,41,402
Victor LindelĂ¶f,se SWE,DF,25,28000000,35,3092,1,0,0.4,0.3,0.4,6,2013,30,221
Jean-Clair Todibo,fr FRA,DF,19,9000000,8,365,0,0,0.2,0.1,0.2,3,270,15,75
Thomas MĂĽller,de GER,"MF,FW",29,25000000,33,2255,8,21,8.3,12.7,8.3,53,1359,50,570
RĂ´mulo,it ITA,MF,32,1000000,22,1723,1,3,2.1,1.0,2.1,17,548,32,344
Mohamed Salah,eg EGY,FW,27,120000000,34,2876,19,10,19.4,7.3,17.2,130,1004,21,552
Amine Harit,ma MAR,"MF,FW",22,24000000,25,2102,6,4,3.0,3.9,2.2,27,909,16,371
Mama Samba BaldĂ©,gw GNB,"FW,MF",23,3500000,24,1676,6,2,5.0,2.8,5.0,50,368,36,372
Alexis Blin,fr FRA,MF,22,4000000,24,1841,0,1,0.2,0.7,0.2,2,1040,56,571
Leo Dubois,fr FRA,DF,24,14000000,16,1346,0,0,0.1,1.6,0.1,5,966,31,238
Quique,es ESP,FW,29,800,15,490,0,1,0.7,0.3,0.7,9,124,2,115
Salvatore Bocchetti,it ITA,DF,32,80000,5,303,0,0,0.0,0.0,0.0,0,176,5,40
Martin Ădegaard,no NOR,MF,20,45000000,31,2527,4,6,3.2,5.1,3.2,49,1617,28,517
Vitolo,es ESP,"MF,FW",29,10000000,28,1227,3,2,2.2,1.6,2.2,17,533,17,265
Benjamin Bourigeaud,fr FRA,MF,25,12000000,25,1903,2,2,2.4,2.2,2.4,40,1223,43,508
Giannelli Imbula,cd COD,MF,26,2000000,3,130,0,0,0.0,0.0,0.0,0,66,1,15
Federico Bonini,it ITA,DF,17,25000,1,7,0,0,0.0,0.0,0.0,0,5,0,1
Rafinha,br BRA,MF,26,9500000,29,2111,4,1,1.8,1.4,1.8,32,1317,76,508
Lumor Agbenyenu,gh GHA,DF,22,1500000,23,1805,1,0,0.3,1.9,0.3,14,969,35,225
Simone Muratore,it ITA,MF,21,12500,4,165,0,0,0.1,0.2,0.1,4,136,3,35
Akaki Gogia,de GER,"MF,FW",27,1000000,3,121,0,0,0.0,0.3,0.0,1,43,2,26
Riccardo Orsolini,it ITA,"FW,MF",22,20000000,37,2681,8,6,8.2,6.6,8.2,90,1108,35,508
Josip Ilicic,si SVN,FW,31,15000000,26,1663,15,5,9.2,6.9,9.2,81,964,28,328
Sheraldo Becker,nl NED,"MF,FW",24,1000000,13,540,0,2,0.2,0.8,0.2,7,133,4,84
Hamed Junior TraorĂ¨,ci CIV,"MF,FW",19,13000000,31,1570,4,1,4.8,2.2,4.8,45,813,32,294
Jonas Hector,de GER,"MF,DF",29,6000000,29,2433,4,2,1.8,2.9,1.7,29,1271,74,625
Dominique Heintz,de GER,DF,25,8000000,28,2434,0,1,0.2,0.2,0.2,4,1321,54,260
Giampaolo Pazzini,it ITA,FW,34,32500,15,307,4,0,3.9,0.2,1.6,10,67,3,44
Gianluigi Buffon,it ITA,GK,41,1000000,9,810,0,0,0.0,0.2,0.0,0,212,0,1
Mark Uth,de GER,"FW,MF",27,7500000,8,353,0,0,1.1,0.3,1.1,8,114,4,113
Marten de Roon,nl NED,MF,28,19000000,35,2721,2,5,1.7,2.1,1.7,31,2021,75,653
Neymar,br BRA,"MF,FW",27,128000000,15,1318,13,6,12.7,5.9,8.9,64,961,14,170
Niclas FĂĽllkrug,de GER,FW,26,3000000,8,403,4,1,2.6,0.9,2.6,18,117,2,67
Daishawn Redan,nl NED,FW,18,3000000,1,21,0,0,0.3,0.0,0.3,1,7,0,2
Stefan Bajic,fr FRA,GK,17,30000,1,90,0,0,0.0,0.0,0.0,0,19,0,0
Jack Rodwell,eng ENG,MF,28,1000000,1,16,0,0,0.0,0.0,0.0,0,2,0,1
IĂ±igo Lekue,es ESP,"FW,DF",26,1000000,14,623,0,1,0.2,0.8,0.2,3,283,23,118
Son Heung-min,kr KOR,"FW,MF",27,75000000,30,2476,11,10,8.9,7.0,8.0,81,882,33,544
RaĂşl Albiol,es ESP,DF,33,3000000,36,3237,1,0,1.4,0.4,1.4,14,1882,50,278
Cristian Rivera,es ESP,MF,22,1000000,5,311,0,0,0.0,0.1,0.0,1,132,3,48
Cauly Oliveira Souza,br BRA,"MF,FW",23,1400000,13,717,2,0,1.6,0.6,1.6,14,250,9,210
Sandro RamĂ­rez,es ESP,"FW,MF",24,3000000,24,1306,3,1,4.5,1.7,3.7,45,376,9,249
Alessio Romagnoli,it ITA,DF,24,36000000,35,3091,1,0,1.6,0.6,1.6,14,1964,36,301
Renaud Emond,be BEL,"FW,MF",27,3000000,6,292,0,0,0.9,0.0,0.9,4,78,5,79
Arber Zeneli,xk KVX,MF,24,5000000,1,6,0,0,0.0,0.0,0.0,0,1,0,0
Edoardo Goldaniga,it ITA,DF,25,1000000,13,784,1,0,1.1,0.2,1.1,6,425,12,90
Nathan N'Goumou,fr FRA,"FW,MF",19,45000,1,9,0,0,0.0,0.0,0.0,0,1,0,3
Carlos Neva,es ESP,DF,23,80000,26,2205,0,1,0.6,1.1,0.6,7,901,17,264
AgustĂ­n Rogel,uy URU,DF,21,1000000,10,858,0,0,0.3,0.1,0.3,3,338,11,80
Nicola Sansone,it ITA,"FW,MF",27,6000000,33,2269,4,3,9.1,4.2,6.1,76,986,34,458
Simon Moore,eng ENG,GK,29,40000,2,180,0,0,0.0,0.0,0.0,0,48,0,3
Xaver Schlager,at AUT,MF,21,12000000,23,1719,1,2,1.4,2.2,1.4,32,678,56,462
Moussa Sylla,fr FRA,FW,19,2000000,1,10,0,0,0.0,0.0,0.0,0,2,0,2
Simon Francis,eng ENG,DF,34,80000,15,969,0,0,0.2,0.3,0.2,3,544,17,107
Japhet Tanganga,eng ENG,DF,20,7000000,6,525,0,0,0.1,0.0,0.1,3,232,20,95
Sebastian Schonlau,de GER,DF,24,1000000,23,2070,2,0,1.1,0.0,1.1,11,1426,66,228
Ruben Vargas,ch SUI,"FW,MF",20,9000000,33,2530,6,1,6.9,3.3,6.9,60,657,35,554
Roli Pereira de Sa,fr FRA,MF,22,15000,1,6,0,0,0.0,0.1,0.0,1,12,0,1
Ălex MartĂ­nez,es ESP,DF,28,72500,1,15,0,0,0.0,0.0,0.0,1,10,0,1
Nenad TomoviÄ‡,rs SRB,DF,31,47500,23,1755,0,1,0.7,0.3,0.7,10,933,21,204
Juanmi,es ESP,"FW,MF",26,3000000,8,264,1,0,1.3,0.1,1.3,7,57,5,49
Axel Tuanzebe,eng ENG,DF,21,8000000,5,189,0,0,0.0,0.0,0.0,0,141,3,30
Ryan Fredericks,eng ENG,DF,26,4000000,27,2237,0,3,0.1,2.6,0.1,3,1096,86,325
Ciaran Clark,ie IRL,DF,29,4000000,14,1186,2,0,1.3,0.0,1.3,6,322,22,122
Joachim Andersen,dk DEN,DF,23,16000000,18,1531,1,0,0.9,0.2,0.9,10,1308,18,107
Boris RadunoviÄ‡,rs SRB,GK,23,47500,3,270,0,0,0.0,0.0,0.0,0,61,0,1
Andreas Pereira,br BRA,"MF,FW",23,16000000,25,1484,1,3,2.3,3.8,2.3,37,770,22,429
Benjamin Jeannot,fr FRA,MF,27,1000000,2,167,0,0,0.3,0.0,0.3,5,68,1,41
Darwin MachĂ­s,ve VEN,"FW,MF",26,3000000,36,2129,7,5,6.0,3.6,5.2,72,582,28,358
OtĂˇvio,br BRA,MF,25,7000000,25,2211,2,3,1.0,0.5,1.0,22,1499,85,679
IvĂˇn Villar,es ESP,GK,22,30000,4,280,0,0,0.0,0.0,0.0,0,89,0,0
Vincenzo Grifo,it ITA,MF,26,5000000,1,15,0,0,0.0,0.0,0.0,0,13,0,2
Christian KouamĂ©,ci CIV,FW,21,17000000,7,301,1,1,1.6,0.2,1.6,11,104,2,48
VladimĂ­r Darida,cz CZE,MF,28,5500000,28,2256,3,4,3.1,3.9,3.1,43,1153,56,630
Andriy Yarmolenko,ua UKR,"MF,FW",29,9000000,23,991,5,1,2.1,2.7,2.1,26,424,15,167
Pierrick Valdivia,fr FRA,MF,31,47500,2,68,0,0,0.0,0.0,0.0,0,33,1,8
Nathaniel Chalobah,eng ENG,MF,24,4000000,22,930,0,1,0.4,1.1,0.4,9,358,32,227
Tom KrauĂź,de GER,MF,18,30000,1,4,0,0,0.0,0.0,0.0,0,5,1,4
Gaetano Castrovilli,it ITA,MF,22,20000000,33,2673,3,2,3.0,2.7,3.0,48,1141,74,687
Raheem Sterling,eng ENG,FW,24,128000000,33,2651,20,1,17.1,7.0,15.1,96,1217,41,412
VĂ­ctor SĂˇnchez,es ESP,"MF,DF",31,2000000,25,1688,0,1,0.3,1.3,0.3,10,960,63,482
Dejan Lovren,hr CRO,DF,30,16000000,10,777,0,1,0.3,0.4,0.3,5,603,16,80
Miguel AlmirĂłn,py PAR,"MF,FW",25,16000000,36,3021,4,2,6.3,1.6,6.3,55,894,62,732
JoĂŁo Pedro,br BRA,"FW,MF",17,12000000,3,25,0,0,0.1,0.2,0.1,82,848,22,430
Diego GodĂ­n,uy URU,DF,33,8000000,23,1628,1,1,0.9,0.9,0.9,11,1091,43,238
Amadou Diawara,gn GUI,MF,22,18000000,22,1518,1,1,1.0,0.5,0.3,9,996,48,318
Christoph Baumgartner,at AUT,"MF,FW",19,5000000,26,1493,7,2,8.0,2.3,8.0,56,496,35,411
Manolo Reina,es ESP,GK,34,30000,36,3240,0,0,0.0,0.0,0.0,0,1194,0,5
Yvon Mvogo,ch SUI,GK,25,2000000,2,180,0,0,0.0,0.0,0.0,0,79,0,0
Walace,br BRA,MF,24,5000000,20,1139,0,0,0.9,0.3,0.9,10,684,34,264
Aihen MuĂ±oz,es ESP,DF,21,4000000,15,981,0,0,0.0,0.0,0.0,0,656,24,134
Marvelous Nakamba,zw ZIM,MF,25,8000000,29,1836,0,0,0.2,0.4,0.2,7,792,65,491
NicolĂ˛ Rovella,it ITA,MF,17,80000,2,105,0,0,0.0,0.0,0.0,1,68,1,24
Salif SanĂ©,sn SEN,DF,28,9000000,15,1126,2,1,0.7,0.6,0.7,9,681,20,115
Marcelo,br BRA,DF,32,3000000,17,1503,0,0,0.5,0.0,0.5,8,1133,32,108
Niklas Stark,de GER,DF,24,16000000,21,1731,1,0,0.9,0.5,0.9,10,848,39,272
Youssef AĂŻt Bennasser,ma MAR,MF,23,4000000,12,536,0,1,0.0,0.1,0.0,2,413,11,164
Karim Rekik,nl NED,DF,24,9000000,14,1260,1,0,0.5,0.5,0.5,4,698,17,132
Kevin Strootman,nl NED,MF,29,8000000,25,1416,2,3,1.4,0.8,0.7,10,941,45,294
Thomas Delaney,dk DEN,MF,27,17000000,11,830,0,0,0.5,0.0,0.5,3,586,25,155
Maximiliano Olivera,uy URU,DF,27,80000,1,9,0,0,0.0,0.0,0.0,1,5,1,4
Andrea Petagna,it ITA,FW,24,14000000,36,3032,12,1,12.9,3.4,7.6,104,876,7,269
Ondrej Duda,sk SVK,"MF,FW",24,10000000,7,447,0,1,0.5,0.5,0.5,7,192,5,116
Luke Thomas,eng ENG,DF,19,1000000,3,267,0,1,0.0,0.9,0.0,0,190,4,36
Kevin Bonifazi,it ITA,DF,23,4000000,14,1191,1,0,1.1,0.0,1.1,5,671,20,131
Jacopo Da Riva,it ITA,FW,18,20000,1,1,0,0,0.0,0.0,0.0,0,2,0,4
Noah Joel Sarenren Bazee,ng NGA,FW,22,1500000,10,381,1,0,0.4,0.4,0.4,4,71,2,75
Ă‰ver Banega,ar ARG,MF,31,7000000,33,2475,3,7,3.0,5.1,1.5,38,2373,51,452
Ademola Lookman,eng ENG,"MF,FW",21,13000000,11,309,0,0,1.0,0.5,1.0,10,152,8,68
Ryan Sessegnon,eng ENG,DF,19,31000000,6,342,0,0,0.1,0.1,0.1,1,195,5,51
Federico Fazio,ar ARG,DF,32,3000000,16,1213,1,0,0.3,0.4,0.3,4,673,20,113
Anthony BrianĂ§on,fr FRA,DF,24,3500000,22,1737,1,0,1.4,0.1,1.4,17,836,32,175
Luis Rioja,es ESP,MF,25,2000000,28,1634,0,0,0.5,2.2,0.5,9,436,18,291
Papakouli Diop,sn SEN,MF,33,800,30,2253,1,0,1.1,0.5,1.1,26,806,43,414
Alessandro Deiola,it ITA,MF,23,95000,10,717,1,1,0.4,0.3,0.4,9,296,19,152
Alban Lafont,fr FRA,GK,20,11000000,27,2430,0,0,0.0,0.1,0.0,0,884,0,7
Mattia Destro,it ITA,"FW,MF",28,2000000,8,150,0,0,0.4,0.0,0.4,7,26,0,29
William Smallbone,ie IRL,MF,19,3000000,9,393,0,2,0.3,0.3,0.3,5,210,12,72
Javi LĂłpez,es ESP,DF,17,80000,1,90,0,0,0.0,0.0,0.0,0,30,5,18
Miguel Ăngel MoyĂˇ,es ESP,GK,35,1000000,13,1170,0,0,0.0,0.0,0.0,0,458,0,2
Santi Cazorla,es ESP,MF,34,3000000,35,2450,11,9,8.5,6.6,2.4,39,1733,44,476
Tyler Adams,us USA,"DF,MF",20,11000000,14,953,0,0,0.4,0.5,0.4,7,699,23,194
Joe Gomez,eng ENG,DF,22,33000000,28,2004,0,0,0.0,0.2,0.0,1,1960,26,151
